fragment,author_label,year,day,author_name
"# Helper function to count occurrences in a line
    def count_in_line(line):
        return sum(line[i:i + target_len] == target for i in range(len(line) - target_len + 1))

    # Count horizontally and reverse horizontally
    for row in grid:
        total_count += count_in_line(row)
        total_count += count_in_line(row[::-1])

    # Count vertically and reverse vertically
    for col in range(cols):
        column = ''.join(grid[row][col] for row in range(rows))
        total_count += count_in_line(column)
        total_count += count_in_line(column[::-1])

    # Count diagonals (top-left to bottom-right and their reverses)
    for start in range(-rows + 1, cols):
        diagonal = ''.join(grid[row][col] for row in range(rows) for col in range(cols) if col - row == start)
        total_count += count_in_line(diagonal)
        total_count += count_in_line(diagonal[::-1])

    # Count anti-diagonals (top-right to bottom-left and their reverses)
    for start in range(rows + cols - 1):
        anti_diagonal = ''.join(grid[row][col] for row in range(rows) for col in range(cols) if row + col == start)
        total_count += count_in_line(anti_diagonal)
        total_count += count_in_line(anti_diagonal[::-1])

    return total_count",author_14,2024,4,
"def is_correct_order(update, rules):
    for rule in rules:
        if rule[0] in update and rule[1] in update:
            # Ensure that rule[0] appears before rule[1] in the update
            if update.index(rule[0]) > update.index(rule[1]):
                return False
    return True",author_14,2024,5,
"def guard_patrol(grid):
    directions = {'^': (-1, 0), '>': (0, 1), 'v': (1, 0), '<': (0, -1)}
    direction_order = ['^', '>', 'v', '<']

    # Find the guard's starting position and facing direction
    for r, row in enumerate(grid):
        for c, cell in enumerate(row):
            if cell in directions:
                guard_pos = (r, c)
                guard_dir = cell
                break

    visited = set()
    rows, cols = len(grid), len(grid[0])

    while 0 <= guard_pos[0] < rows and 0 <= guard_pos[1] < cols:
        visited.add(guard_pos)

        dr, dc = directions[guard_dir]
        next_pos = (guard_pos[0] + dr, guard_pos[1] + dc)

        if 0 <= next_pos[0] < rows and 0 <= next_pos[1] < cols and grid[next_pos[0]][next_pos[1]] == '#':
            # Turn right 90 degrees
            guard_dir = direction_order[(direction_order.index(guard_dir) + 1) % 4]
        else:
            # Move forward
            guard_pos = next_pos

    return visited",author_14,2024,6,
"def evaluate_equation(numbers, operators):
    """"""
    Evaluate the equation formed by inserting the operators into the numbers list.
    """"""
    expression = numbers[0]
    for i in range(len(operators)):
        if operators[i] == '+':
            expression += numbers[i + 1]
        elif operators[i] == '*':
            expression *= numbers[i + 1]
    return expression",author_14,2024,7,
"def find_unique_antinodes_from_file(file_path):
    from collections import defaultdict
    # Step 1: Read the input file and parse the grid
    with open(file_path, 'r') as file:
        grid = [line.strip() for line in file.readlines()]
    # Parse grid to collect antenna positions by frequency
    antenna_positions = defaultdict(list)
    rows = len(grid)
    cols = len(grid[0])
    for r in range(rows):
        for c in range(cols):
            char = grid[r][c]
            if char.isalnum():  # Antennas are letters or digits
                antenna_positions[char].append((r, c))
    # Step 2: Find antinodes for each frequency
    unique_antinodes = set()
    for freq, positions in antenna_positions.items():
        n = len(positions)
        if n < 2:
            continue  # No antinodes possible with fewer than 2 antennas
        for i in range(n):
            for j in range(i + 1, n):
                r1, c1 = positions[i]
                r2, c2 = positions[j]
                # Compute differences
                dr = r2 - r1
                dc = c2 - c1
                # First antinode (closer to r1, c1)
                r_antin1, c_antin1 = r1 - dr, c1 - dc
                # Second antinode (further from r2, c2)
                r_antin2, c_antin2 = r2 + dr, c2 + dc
                # Add valid antinodes within bounds
                if 0 <= r_antin1 < rows and 0 <= c_antin1 < cols:
                    unique_antinodes.add((r_antin1, c_antin1))
                if 0 <= r_antin2 < rows and 0 <= c_antin2 < cols:
                    unique_antinodes.add((r_antin2, c_antin2))
    # Step 3: Return the count of unique antinodes
    return len(unique_antinodes)",author_14,2024,8,
"s = dat[0]
files = []
layout = []
file_id = 0
for i, ch in enumerate(s):
    length = int(ch)
    if i % 2 == 0:
        # file blocks
        layout.extend([str(file_id)] * length)
        file_id += 1
    else:
        layout.extend(["".""] * length)

while True:
    try:
        gap_index = layout.index(""."")
    except ValueError:
        break

    found_file_to_the_right = any(ch != ""."" for ch in layout[gap_index + 1 :])
    if not found_file_to_the_right:
        break

    for i in range(len(layout) - 1, -1, -1):
        if layout[i] != ""."":
            layout[gap_index], layout[i] = layout[i], "".""
            break",author_14,2024,9,
"def dfs(map_, visited, x, y):
    """"""Perform depth-first search to find hiking trails starting from a given position.""""""
    stack = [(x, y, 0)]  # (current_x, current_y, current_height)
    reachable_nines = set()

    while stack:
        cx, cy, height = stack.pop()
        
        # Check bounds
        if cx < 0 or cx >= len(map_) or cy < 0 or cy >= len(map_[0]):
            continue
        
        # Check if already visited or height is invalid
        if visited[cx][cy] or map_[cx][cy] != height:
            continue

        visited[cx][cy] = True

        # If we reach height 9, mark it
        if map_[cx][cy] == 9:
            reachable_nines.add((cx, cy))

        # Explore neighbors
        for dx, dy in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
            stack.append((cx + dx, cy + dy, height + 1))

    return len(reachable_nines)",author_14,2024,10,
"class Solution(StrSplitSolution):
    _year = 2024
    _day = 1

    @answer((1223326, 21070419))
    def solve(self) -> tuple[int, int]:
        pairs = [map(int, l.split()) for l in self.input]
        l, r = [sorted(col) for col in zip(*pairs)]

        total_distance = sum(abs(a - b) for a, b in zip(l, r))

        c = Counter(r)
        similarity_score = sum(i * c.get(i, 0) for i in l)

        return total_distance, similarity_score",author_15,2024,1,xavdid
"class Solution(StrSplitSolution):
    _year = 2024
    _day = 2

    @answer(432)
    def part_1(self) -> int:
        return sum(is_safe(parse_ints(line.split())) for line in self.input)

    @answer(488)
    def part_2(self) -> int:
        lists = [parse_ints(line.split()) for line in self.input]

        return sum(is_safe(l) or any(is_safe(o) for o in omit_one(l)) for l in lists)",author_15,2024,2,
"@answer(83158140)
    def part_2(self) -> int:
        instructions = re.finditer(
            r""mul\((\d{1,3}),(\d{1,3})\)|do\(\)|don't\(\)"", self.input
        )

        total = 0
        active = True
        for i in instructions:
            command, l, r = i.group(0, 1, 2)
            if command == ""do()"":
                active = True
            elif command == ""don't()"":
                active = False
            elif active:
                total += int(l) * int(r)
            else:
                # we hit mul but are inactive; skip!
                pass

        return total",author_15,2024,3,
"@answer(2500)
    def part_1(self) -> int:
        grid = parse_grid(self.input)

        total = 0
        for center, letter in grid.items():
            if letter != ""X"":
                continue

            for neighbor in neighbors(center, max_size=len(self.input) - 1):
                if grid[neighbor] != ""M"":
                    continue

                # we've stepped towards an M from an X. So, find our offset and keep moving in this direction.
                offset = subtract_points(neighbor, center)

                if (
                    grid.get((maybe_a := add_points(neighbor, offset))) == ""A""
                    and grid.get(add_points(maybe_a, offset)) == ""S""
                ):
                    total += 1

        return total",author_15,2024,4,
"def adheres_to_rule(rule: list[int], update: list[int]) -> bool:
    assert len(rule) == 2
    l, r = rule
    if l in update and r in update:
        return update.index(l) < update.index(r)

    # if we don't have both rule items, we ignore it
    return True


def middle_element(l: list[int]) -> int:
    return l[len(l) // 2]",author_15,2024,5,
"def track_guard(grid: Grid) -> tuple[bool, set[GridPoint]]:
    OFFSETS = cycle([(-1, 0), (0, 1), (1, 0), (0, -1)])
    offset = next(OFFSETS)

    loc = next(k for k, v in grid.items() if v == ""^"")
    visited: set[tuple[GridPoint, GridPoint]] = {(loc, offset)}

    while True:
        next_loc = add_points(loc, offset)
        if next_loc not in grid:
            break

        if grid[next_loc] == ""#"":
            offset = next(OFFSETS)
            visited.add((loc, offset))
        else:
            to_add = next_loc, offset
            if to_add in visited:
                # loop!
                return False, set()

            visited.add(to_add)
            loc = next_loc

    return True, {l for l, _ in visited}",author_15,2024,6,
"def concat(a: int, b: int) -> int:
    return int(str(a) + str(b))


def process_line(line: str, include_concat=False) -> int:
    target, *inputs = parse_ints(line.replace("":"", """").split())

    ops = [add, mul]
    if include_concat:
        ops.append(concat)

    if any(
        process_ops(inputs, op_combo) == target
        for op_combo in product(ops, repeat=len(inputs) - 1)
    ):
        return target

    return 0",author_15,2024,7,
"class Solution(StrSplitSolution):
    _year = 2024
    _day = 8

    @answer(371)
    def part_1(self) -> int:
        grid = parse_grid(self.input)
        # ignore the space, but keep the grid dimensions
        frequencies = set(grid.values()) - {"".""}

        antinode_locations = set()

        for frequency in frequencies:
            locations = (k for k, v in grid.items() if v == frequency)

            for l, r in combinations(locations, 2):
                slope = subtract_points(l, r)

                for p in add_points(l, slope), subtract_points(r, slope):
                    if p in grid:
                        antinode_locations.add(p)

        return len(antinode_locations)",author_15,2024,8,
"@answer(6385338159127)
    def part_1(self) -> int:
        # we pad for unpacking reasons, so we need the input to end on a file
        assert len(self.input) % 2 == 1

        # parse
        disk: dict[int, int] = {}
        max_write_location = 0

        for file_id, (file_size, gap_size) in enumerate(
            batched(parse_ints(self.input + ""0""), 2)
        ):
            for pointer in range(max_write_location, max_write_location + file_size):
                disk[pointer] = file_id

            max_write_location += file_size + gap_size

        # pack
        writer = 0
        reader = max_write_location

        while True:
            while writer in disk:
                writer += 1",author_15,2024,9,
"def score_trailhead(grid: IntGrid, trailhead: GridPoint, *, skip_visited: bool) -> int:
    score = 0
    visited: set[GridPoint] = set()

    queue: list[GridPoint] = [trailhead]

    while queue:
        cur = queue.pop()

        if skip_visited:
            if cur in visited:
                continue

            visited.add(cur)

        if (val := grid[cur]) == 9:
            score += 1
            continue

        queue.extend(
            n for n in neighbors(cur, num_directions=4) if grid.get(n) == val + 1
        )

    return score",author_15,2024,10,
"import os
os.chdir(os.path.dirname(__file__))


def reader():
  return open(f""input.txt"", 'r').read().splitlines()


def part1():
  print(sum(abs(n2 - n1) for n1, n2 in zip(*map(lambda t: sorted(list(t)), zip(
    *[map(int, s.split('   ')) for s in reader()])))))


def part2():
  (lambda l1, l2: print(sum(a * l2.count(a) for a in l1)))(*map(list, zip(
    *[map(int, s.split('   ')) for s in reader()])))


part1()
part2()",author_16,2024,1,Adbel1
"def reader():
  return open(f""input.txt"", 'r').read().splitlines()


def check(l):
  return all(abs(n1 - n2) in range(1, 4) for n1, n2 in pairwise(l)) and len(set((n1 - n2) / abs(n1 - n2) for n1, n2 in pairwise(l))) == 1 and l[1] - l[0] != 0


def part1():
  print(sum(check(list(map(int, l.split()))) for l in reader()))


def part2():
  print(sum(check(n) or any(check(n[:i] + n[i + 1:]) for i in range(len(n)))
        for n in [list(map(int, l.split())) for l in reader()]))",author_16,2024,2,
"def reader():
  return open(f""input.txt"", 'r').read().splitlines()


def part1():
  print(sum(math.prod(map(int, m[4:-1].split(',')))
        for m in re.findall(r'mul\(\d{1,3},\d{1,3}\)', ''.join(reader()))))


def part2():
  print((lambda c: sum(math.prod(map(int, m[4:-1].split(','))) * c if m[0] == 'm' else 0 * (c := 1 if m == ""do()"" else 0) for m in re.findall(
    r'mul\(\d{1,3},\d{1,3}\)|do\(\)|don\'t\(\)', ''.join(reader()))))(1))


part1()
part2()",author_16,2024,3,
"def part1():
  f = reader()
  c = 0
  D = [(1, 0), (-1, 0), (0, 1), (0, -1), (1, 1), (-1, 1), (1, -1), (-1, -1)]
  word = ""XMAS""
  for i in range(len(f)):
    for j in range(len(f[i])):
      for d in D:
        ii, jj = i, j
        wi = 0
        while wi < len(word) and ii in range(len(f)) and jj in range(len(f[ii])) and f[ii][jj] == word[wi]:
          wi += 1
          ii, jj = ii + d[0], jj + d[1]
        if wi == len(word):
          c += 1
  print(c)


def part2():
  print((lambda f: len(re.findall(
    f'(?=(M.M.{{{len(f[0]) - 2}}}A.{{{len(f[0]) - 2}}}S.S|M.S.{{{len(f[0]) - 2}}}A.{{{len(f[0]) - 2}}}M.S|S.M.{{{len(f[0]) - 2}}}A.{{{len(f[0]) - 2}}}S.M|S.S.{{{len(f[0]) - 2}}}A.{{{len(f[0]) - 2}}}M.M))', ''.join(f))))(reader()))
",author_16,2024,4,
"def part2():
  f = list(map(lambda s: tuple(map(int, s.split('|'))),
           '\n'.join(reader()).split('\n\n')[0].split('\n')))
  n = set(a for a, b in f).union(set(b for a, b in f))
  o = {x: {y: True for y in n} for x in n}
  for a, b in f:
    o[b][a] = False
  L = list(map(lambda s: list(map(int, s.split(','))),
           '\n'.join(reader()).split('\n\n')[1].split('\n')))
  c = 0
  for l in L:
    if not all(all(o[l[i]][l[j]] for j in range(i + 1, len(l))) for i in range(len(l))):
      l = sorted(l, key=lambda x: sum(o[x][y] for y in l))
      c += l[len(l) // 2]
  print(c)


part1()
part2()",author_16,2024,5,
"def part1():
  M = reader()
  p = (-1, -1)
  for i in range(len(M)):
    for j in range(len(M[i])):
      if M[i][j] == '^':
        p = (i, j)
  d = (-1, 0)
  S = set()
  while p[0] in range(len(M)) and p[1] in range(len(M[p[0]])):
    S.add(p)
    pp = p[0] + d[0], p[1] + d[1]
    while pp[0] in range(len(M)) and pp[1] in range(len(M[pp[0]])) and M[pp[0]][pp[1]] == '#':
      d = d[1], -d[0]
      pp = p[0] + d[0], p[1] + d[1]
    p = pp
  print(len(S))",author_16,2024,6,
"import os
os.chdir(os.path.dirname(__file__))


def reader():
  return open(f""input.txt"", 'r').read().splitlines()


def part1():
  t = 0
  for l in reader():
    r, n = l.split("": "")
    r = int(r)
    n = list(map(int, n.split("" "")))
    for i in range(1 << (len(n) - 1)):
      x = n[0]
      for b in range(len(n) - 1):
        if ((i >> b) & 1):
          x += n[b + 1]
        else:
          x *= n[b + 1]
      if x == r:
        t += r
        break
  print(t)",author_16,2024,7,
"def part1():
  M = reader()
  n = {}
  for i in range(len(M)):
    for j in range(len(M[i])):
      if M[i][j] != '.':
        c = M[i][j]
        if c not in n:
          n[c] = []
        n[c].append((i, j))
  A = set()
  for k in n:
    l = n[k]
    for i in range(len(l)):
      for j in range(i + 1, len(l)):
        x1, y1 = l[i]
        x2, y2 = l[j]
        a1 = (x1 - (x2 - x1), y1 - (y2 - y1))
        a2 = (x2 + (x2 - x1), y2 + (y2 - y1))
        if a1[0] in range(len(M)) and a1[1] in range(len(M[a1[0]])):
          A.add(a1)
        if a2[0] in range(len(M)) and a2[1] in range(len(M[a2[0]])):
          A.add(a2)
  print(len(A))",author_16,2024,8,
"def part2():
  n = list(map(int, reader()[0]))
  gaps = [SortedList() for _ in range(10)]
  for i in range(1, len(n), 2):
    gaps[n[i]].add(i)
  pre = list(accumulate(n))
  c = 0
  for i in range(len(n) - 1, 0, -2):
    a = i // 2
    x, k = -1, len(n)
    for j in range(n[i], 10):
      l = gaps[j]
      if len(l) > 0 and l[0] < k:
        x = j
        k = l[0]
    if x >= 0:
      gaps[x].remove(k)
      c += a * n[i] * (2 * (pre[k] - x) + (n[i] - 1)) // 2
      gaps[x - n[i]].add(k)
    else:
      c += a * n[i] * (2 * pre[i - 1] + (n[i] - 1)) // 2
    for l in gaps:
      if l.count(i - 1) > 0:
        l.remove(i - 1)
  print(c)",author_16,2024,9,
"def part2():
  M = reader()
  D = [(1, 0), (-1, 0), (0, 1), (0, -1)]
  c = 0
  for i in range(len(M)):
    for j in range(len(M[i])):
      if M[i][j] == '0':
        q = [(i, j)]
        while q:
          ii, jj = q.pop()
          if M[ii][jj] == '9':
            c += 1
          for d in D:
            iii, jjj = ii + d[0], jj + d[1]
            if iii in range(len(M)) and jjj in range(len(M[iii])) and ord(M[iii][jjj]) == ord(M[ii][jj]) + 1:
              q.append((iii, jjj))
  print(c)


part1()
part2()",author_16,2024,10,
"def solve(input):
    leftArray = []
    rightArray = []

    for line in input:
        leftNumber, rightNumber = line.split()
        leftArray.append(int(leftNumber))
        rightArray.append(int(rightNumber))

    leftArray.sort()
    rightArray.sort()

    solution = 0

    for i in range(len(leftArray)):
        solution += abs(leftArray[i] - rightArray[i])

    return solution",author_17,2024,1,dis-Is-Fine
"def test(testSet):
    for i, [testInputFile, solution] in enumerate(testSet, 1):
        try:
            testInput = open(testInputFile, 'r')
        except FileNotFoundError as e:
            raise(e)
        
        if solve(testInput) != solution:
            raise RuntimeError(f'Test {i} failed!')

        else:
            yield f'Test {i} passed'

if __test:
    __startTime = time.time()

    for msg in test(__testSet):
        print(msg)

    __runTime = datetime.datetime.fromtimestamp(time.time()-__startTime).strftime('%S.%fs')
    print(f'Tests completed succesfully in: {__runTime}\n{'='*45}')",author_17,2024,2,
"try:
    input = open(__inputFile, 'r')
except FileNotFoundError as e:
    raise (e)

__startTime = time.time()

solution = solve(input)

__runTime = datetime.datetime.fromtimestamp(time.time()-__startTime).strftime('%S.%fs')
print(f'Solution for the puzzle: {solution}\nElapsed time: {__runTime}')",author_17,2024,3,
"for y in range(len(grid)):
        for x in range(len(grid[y])):
            if grid[y][x] != 'X':
                continue
            for i in range(directionCount):
                direction = directionsLUT[i]

                searchX = x + direction[0]
                searchY = y + direction[1]

                try:
                    if(grid[searchY][searchX] != 'M'):
                        continue
                except IndexError as e:
                    continue

                searchX += direction[0]
                searchY += direction[1]

                try:
                    if(grid[searchY][searchX] != 'A'):
                        continue
                except IndexError as e:
                    continue",author_17,2024,4,
"def test(testSet):
    for i, [testInputFile, solution] in enumerate(testSet, 1):
        try:
            testInput = open(testInputFile, 'r')
        except FileNotFoundError as e:
            raise(e)

        if solve(testInput) != solution:
            raise RuntimeError(f'Test {i} failed!')

        else:
            yield f'Test {i} passed'",author_17,2024,5,
"def solve(input):
    solution = 0
    
    grid = []
    guard = []

    for y, line in enumerate(input):
        grid.append(list(line.strip()))
        if len(guard) == 0:
            for i, char in directionChars:
                x: int
                try:
                    x = line.index(char)
                except ValueError as e:
                    continue
                guard = [x, y, i]
                grid[y][x] = 'X'
                solution += 1
    
    guardInBounds = True",author_17,2024,6,
"def temp(possibilities, number):
    new_possibilities = []
    for p in possibilities:
        new_possibilities.append(p+number)
        new_possibilities.append(p*number)
    return new_possibilities

def solve(input):
    solution = 0

    for line in input:
        numbers = re.findall(r'\d+', line)
        result = int(numbers.pop(0))
        combinations = [int(numbers.pop(0))]
        while len(numbers) > 0:
            combinations = temp(combinations, int(numbers.pop(0)))",author_17,2024,7,
"for y, line in enumerate(input):
        for x, char in enumerate(line.strip()):
            if char != '.':
                frequencyExists = False
                for frequency in antennas:
                    if char == frequency[0]:
                        frequency[1].append([x, y])
                        frequencyExists = True
                        break
                if not frequencyExists:
                    antennas.append([char, [[x, y]]])
    
    gridHeight, gridWidth = y+1, x+1
    
    for frequency in antennas:
        for p in itertools.permutations(frequency[1]):
            distanceX = p[1][0] - p[0][0]
            distanceY = p[1][1] - p[0][1]
            antinode = [p[1][0]+distanceX, p[1][1]+distanceY]
            if checkBounds(antinode):
                if not any(a == antinode for a in antinodes):
                    antinodes.append(antinode)
    
    print(len(antinodes))
    return len(antinodes)",author_17,2024,8,
"def solve(input):
    solution = 0

    disk = []
    empty = []
    x = 0

    for line in input:
        for i, char in enumerate(line.strip()):
            if i%2 == 0:
                for a in range(int(char)):
                    disk.append(x)
                x += 1
            else:
                for a in range(int(char)):
                    disk.append('.')",author_17,2024,9,
"def find(grid, pos, toFind):
    ret = []
    for dir in directions:
        try:
            if grid[pos[1]+dir[1]][pos[0]+dir[0]] == toFind:
                ret.append([pos[0]+dir[0], pos[1]+dir[1]])
        except IndexError as e:
            pass
    return ret

def countUnique(paths):
    endings = []
    for path in paths:
        lastIndex = len(path)-1 
        if not any(end == path[lastIndex] for end in endings):
            endings.append(path[lastIndex])
    
    return len(endings)",author_17,2024,10,
"from sys import stdin

left = []
right = []
for line in stdin:
    l, r = line.split()

    left.append(int(l))
    right.append(int(r))

left.sort()
right.sort()

sum_of_distances = 0
for i in range(0, len(left)):
    sum_of_distances += abs(left[i] - right[i])
    
print(sum_of_distances)",author_18,2024,1,GNUSheep
"safe_reports_count = 0
for line in stdin:
    line_int = [int(n) for n in line.split()]

    is_desc = False
    if line_int[0] > line_int[1]:
        is_desc = True

    is_unsafe = False   
    for i in range(0, len(line_int) - 1):
        if abs(line_int[i] - line_int[i + 1]) > 3:
            is_unsafe = True
            break

        if not is_desc and line_int[i] >= line_int[i + 1]:
            is_unsafe = True
            break
        
        if is_desc and line_int[i] <= line_int[i + 1]:
            is_unsafe = True
            break",author_18,2024,2,
"for line in stdin:
    mul_extracted = re.findall(""mul\\(\\d{1,3},\\d{1,3}\\)"", line)

    for instr in mul_extracted:
        n1, n2 = instr[4:len(instr) - 1].split("","")

        result += int(n1) * int(n2)
print(result)",author_18,2024,3,
"def searchWord(r, c):
    word = ""XMAS""

    if grid[r][c] != word[0]:
        return 0

    # left, right, up, down, lu, ld, ru, rd
    dirs = ((-1, 0), (1, 0), (0, -1), (0, 1), (-1, -1), (-1, 1), (1, -1), (1, 1))

    xmas_count = 0
    for r_dir, c_dir in dirs:
        i_word = 1

        cR, cC = r + r_dir, c + c_dir
",author_18,2024,4,
"result = 0
for page in pages_to_produce:
    n = len(page)

    ordered_page = page.copy()
    for i in range(0, n):
        swapped = False

        for j in range(0, n-i-1):
            if not (ordered_page[j+1] in ord_rules):
                ordered_page[j], ordered_page[j+1] = ordered_page[j+1], ordered_page[j]
                swapped = True
            elif not (ordered_page[j] in ord_rules[ordered_page[j+1]]):
                ordered_page[j], ordered_page[j+1] = ordered_page[j+1], ordered_page[j]
                swapped = True",author_18,2024,5,
"grid = []
startpos = ()
for line in stdin:
    col = []
    for x in line.strip():
        if x == ""^"":
            startpos = (line.index(x), len(grid))
        col.append(x)
    grid.append(col)

dirs = [(0, -1), (1, 0), (0, 1), (-1, 0)]
k = 0

visited = set()
nX = startpos[0] + dirs[k][0]
nY = startpos[1] + dirs[k][1]
while True:
    if grid[nY][nX] == ""#"":
        nX -= dirs[k][0]
        nY -= dirs[k][1]

        k += 1
        if k == 4:
            k = 0",author_18,2024,6,
"def backtrack(equations, test_value, current_value, i):
    if i == len(equations):
        return current_value == test_value

    if backtrack(equations, test_value, current_value + equations[i], i+1):
        return True

    if backtrack(equations, test_value, current_value * equations[i], i+1):
        return True

    return False",author_18,2024,7,
"from sys import stdin

frequency = {}
max_y = 0
max_x = 0
grid = []
for line in stdin:
    line = line.strip()

    col = []
    max_x = len(line)
    for i in range(0, len(line)):
        if line[i] != ""."":
            if not (line[i] in frequency):
                frequency[line[i]] = [(i, max_y)]
            else:
                frequency[line[i]].append((i, max_y))
        col.append(line[i])
    grid.append(col)

    max_y += 1",author_18,2024,8,
"while b != e:
    if disk_map[b] == ""."":
        while disk_map[e] == ""."":
            e -= 1
        if e <= b:
            break

        disk_map[b] = disk_map[e]
        disk_map[e] = "".""
    b += 1

checksum = 0
for i in range(0, len(disk_map)):
    if disk_map[i] == ""."":
        continue

    checksum += int(disk_map[i]) * i
print(checksum)",author_18,2024,9,
"from sys import stdin

map = []
start_pos = []
for line in stdin:
    col = []
    for i in range(0, len(line.strip())):
        if line[i] == ""0"":
            start_pos.append((i, len(map)))
        col.append(int(line[i]))
    map.append(col)

sum_of_trailheads = 0
for pos in start_pos:
    visited = set()
    moves = [(pos[0], pos[1])]
    while len(moves) != 0:
        move = moves.pop()
",author_18,2024,10,
"arr = [list(map(int, i.split())) for i in sys.stdin.read().splitlines()]
a, b = zip(*arr)
print(sum(abs(x - y) for x, y in zip(sorted(a), sorted(b))))",author_19,2024,1,Grecil
"arr = [list(map(int, i.split())) for i in sys.stdin.read().splitlines()]
print(
    sum(
        all(0 < i[j] - i[j + 1] < 4 for j in range(len(i) - 1))
        or all(-4 < i[j] - i[j + 1] < 0 for j in range(len(i) - 1))
        for i in arr
    )
)",author_19,2024,2,
"arr = sys.stdin.read()
pattern = r""mul\((\d+),(\d+)\)""
print(sum(int(x) * int(y) for x, y in re.findall(pattern, arr)))",author_19,2024,3,
"import sys

arr = sys.stdin.read().splitlines()
n, m = len(arr), len(arr[0])
ans = 0
for i in range(n):
    for j in range(m):
        if i < n - 3 and arr[i][j] + arr[i + 1][j] + arr[i + 2][j] + arr[i + 3][j] in (""XMAS"", ""SAMX""):
            ans += 1
        if j < n - 3 and arr[i][j : j + 4] in (""XMAS"", ""SAMX""):
            ans += 1
        if i < n - 3 and j < n - 3:
            if arr[i][j] + arr[i + 1][j + 1] + arr[i + 2][j + 2] + arr[i + 3][j + 3] in (""XMAS"", ""SAMX""):
                ans += 1
            if arr[i + 3][j] + arr[i + 2][j + 1] + arr[i + 1][j + 2] + arr[i][j + 3] in (""XMAS"", ""SAMX""):
                ans += 1
print(ans)",author_19,2024,4,
"import sys

rules, updates = sys.stdin.read().split(""\n\n"")
rules = [i.split(""|"") for i in rules.splitlines()]
updates = [i.split("","") for i in updates.splitlines()]
print(
    sum(
        int(i[len(i) // 2]) if not any(a in i and b in i and i.index(a) > i.index(b) for a, b in rules) else 0
        for i in updates
    )
)",author_19,2024,5,
"vis = set()
dx, dy = -1, 0
while True:
    vis.add((x, y))
    if not (-1 < x + dx < n and -1 < y + dy < m):
        break
    elif arr[x + dx][y + dy] == ""#"":
        dx, dy = dy, -dx
    else:
        x += dx
        y += dy
print(len(vis))",author_19,2024,6,
"ops = [list(product(""+*"", repeat=i)) for i in range(12)]
arr = sys.stdin.read().splitlines()
ans = 0
for i in arr:
    target, nums = i.split("": "")
    nums = [int(i) for i in nums.split()]
    target = int(target)
    n = len(nums)
    for j in ops[n - 1]:
        curr = nums[0]
        for i in range(n - 1):
            if j[i] == ""+"":
                curr += nums[i + 1]
            else:
                curr *= nums[i + 1]
            if curr > target:
                break
        if curr == target:
            ans += target
            break",author_19,2024,7,
"an = set()
for i in d:
    temp = d[i]
    x = len(temp)
    for j in range(x - 1):
        for k in range(j + 1, x):
            diff = (temp[j][0] - temp[k][0], temp[j][1] - temp[k][1])
            p1 = (temp[j][0] + diff[0], temp[j][1] + diff[1])
            p2 = (temp[k][0] - diff[0], temp[k][1] - diff[1])
            if -1 < p1[0] < n and -1 < p1[1] < m:
                an.add(p1)
            if -1 < p2[0] < n and -1 < p2[1] < m:
                an.add(p2)
print(len(an))",author_19,2024,8,
"import sys

s = sys.stdin.read()
n = len(s)
arr = []
for i in range(n):
    if not i % 2:
        arr.extend([i // 2] * int(s[i]))
    else:
        arr.extend(["".""] * (int(s[i])))
i, j = 0, len(arr) - 1
while i < j:
    if arr[i] != ""."":
        i += 1
    if arr[j] == ""."":
        j -= 1
    if arr[i] == ""."" and arr[j] != ""."":
        arr[i], arr[j] = arr[j], arr[i]
print(sum(i * j if j != ""."" else 0 for i, j in enumerate(arr)))",author_19,2024,9,
"def bfs(x, y):
    ans, q = set(), [(x, y)]
    while q:
        x, y = q.pop(0)
        for dx, dy in [(0, 1), (1, 0), (0, -1), (-1, 0)]:
            if -1 < x + dx < n and -1 < y + dy < m and arr[x + dx][y + dy] == arr[x][y] + 1:
                if arr[x + dx][y + dy] == 9:
                    ans.add((x + dx, y + dy))
                else:
                    q.append((x + dx, y + dy))
    return len(ans)",author_19,2024,10,
"with open(""input.txt"") as f:
    l1 = []
    l2 = []

    for line in f:
        (a, b) = line.strip().split(""   "")
        l1.append(int(a))
        l2.append(int(b))

    print(sum([abs(z[0] - z[1]) for z in zip(sorted(l1), sorted(l2))]))
    print(sum([z[0] * z[1] for z in zip(l1, [l2.count(c) for c in l1])]))",author_20,2024,1,Kokopak
"def check_levels(levels):
    return all(
        [
            (
                z[0] < z[1]
                if levels[0] < levels[1]
                else z[0] > z[1]
                if levels[0] > levels[1]
                else False
            )
            and 0 < abs(z[0] - z[1]) <= 3
            for z in zip(levels[:-1], levels[1:])
        ]
    )",author_20,2024,2,
"with open(""input.txt"") as f:
    input = f.read().strip()

    s = 0
    s2 = 0

    program_regex = re.compile(r""mul\((\d+),(\d+)\)|do\(\)|don't\(\)"")

    do = True

    for r in program_regex.finditer(input):
        if ""mul"" in r.group(0):
            s += int(r.group(1)) * int(r.group(2))

            if do:
                s2 += int(r.group(1)) * int(r.group(2))

        elif ""don't"" in r.group(0):
            do = False
        else:
            do = True",author_20,2024,3,
